,SITE,SOIL,TIME,HOST,TISSUE,TEMP,MEDIA,season,IR,richness.art1Arid
MSHM14042,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,23,PDA,Winter,1,1
MSHM14044,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,23,PDA,Winter,2,1
MSHM14045,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,23,PDA,Winter,1,1
MSHM14047,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,30,PDA,Winter,1,1
MSHM14051,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,30,PDA,Winter,1,1
MSHM14052,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,30,PDA,Winter,1,1
MSHM14053,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,23,PDA+Plant extract,Winter,3,1
MSHM14054,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,23,PDA+Plant extract,Winter,2,1
MSHM14055,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,23,PDA+Plant extract,Winter,1,1
MSHM14056,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,23,PDA+Plant extract,Winter,3,1
MSHM14057,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,23,PDA+Plant extract,Winter,1,1
MSHM14058,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,23,PDA+Plant extract,Winter,2,1
MSHM14059,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,30,PDA+Plant extract,Winter,2,1
MSHM14060,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,30,PDA+Plant extract,Winter,1,1
MSHM14062,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,30,PDA+Plant extract,Winter,2,1
MSHM14063,Maranjab Desert,Arid soil,Winter,Prosopis stephaniana,Root,30,PDA+Plant extract,Winter,1,1
MSHM14353,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA,Summer,1,1
MSHM14354,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA,Summer,1,1
MSHM14357,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA,Summer,2,1
MSHM14360,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA+Plant extract,Summer,1,1
MSHM14361,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA+Plant extract,Summer,1,1
MSHM14362,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA+Plant extract,Summer,1,1
MSHM14364,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA+Plant extract,Summer,4,1
MSHM14401,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA,Summer,1,1
MSHM14405,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA,Summer,1,1
MSHM14408,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA+Plant extract,Summer,1,1
MSHM14449,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA,Summer,1,1
MSHM14450,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA,Summer,1,1
MSHM14452,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA,Summer,3,1
MSHM14453,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA,Summer,1,1
MSHM14454,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA,Summer,1,1
MSHM14455,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA+Plant extract,Summer,1,1
MSHM14456,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA+Plant extract,Summer,2,1
MSHM14458,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA+Plant extract,Summer,2,1
MSHM14459,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA+Plant extract,Summer,2,1
MSHM14460,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA+Plant extract,Summer,3,1
MSHM14497,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA,Summer,1,1
MSHM14498,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA,Summer,2,1
MSHM14499,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA,Summer,1,1
MSHM14501,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA,Summer,1,1
MSHM14502,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA,Summer,5,1
MSHM14503,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA+Plant extract,Summer,2,1
MSHM14506,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA+Plant extract,Summer,2,1
MSHM14507,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA+Plant extract,Summer,1,1
MSHM14508,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA+Plant extract,Summer,3,1
MSHM14545,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA,Summer,2,1
MSHM14546,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA,Summer,3,1
MSHM14547,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA,Summer,1,1
MSHM14548,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA,Summer,1,1
MSHM14549,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA,Summer,5,1
MSHM14550,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA,Summer,3,1
MSHM14551,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA+Plant extract,Summer,1,1
MSHM14553,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA+Plant extract,Summer,1,1
MSHM14554,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA+Plant extract,Summer,3,1
MSHM14555,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA+Plant extract,Summer,4,1
MSHM14556,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA+Plant extract,Summer,2,1
MSHM14593,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA,Summer,3,1
MSHM14594,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA,Summer,1,1
MSHM14597,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA,Summer,2,1
MSHM14598,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA,Summer,3,1
MSHM14599,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,23,PDA+Plant extract,Summer,2,1
MSHM14602,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA+Plant extract,Summer,3,1
MSHM14603,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA+Plant extract,Summer,2,1
MSHM14604,Garmsar,Arid soil,Summer,Prosopis stephaniana,Leaf,30,PDA+Plant extract,Summer,4,1
MSHM15219,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Leaf,23,PDA,Summer,1,1
MSHM15222,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Leaf,30,PDA,Summer,2,1
MSHM15227,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Leaf,30,PDA+Plant extract,Summer,1,1
MSHM15233,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Branch,30,PDA,Summer,1,1
MSHM15237,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Branch,23,PDA+Plant extract,Summer,3,1
MSHM15243,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,23,PDA,Summer,2,1
MSHM15248,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,30,PDA,Summer,1,1
MSHM15254,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,23,PDA+Plant extract,Summer,1,1
MSHM15255,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,23,PDA+Plant extract,Summer,1,1
MSHM15258,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,23,PDA+Plant extract,Summer,2,1
MSHM15260,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,30,PDA+Plant extract,Summer,1,1
MSHM15261,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,30,PDA+Plant extract,Summer,3,1
MSHM15265,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Leaf,23,PDA,Summer,1,1
MSHM15270,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Leaf,30,PDA,Summer,1,1
MSHM15274,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Leaf,30,PDA+Plant extract,Summer,3,1
MSHM15281,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Branch,30,PDA,Summer,1,1
MSHM15283,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Branch,23,PDA+Plant extract,Summer,2,1
MSHM15289,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,23,PDA,Summer,3,1
MSHM15294,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,23,PDA,Summer,1,1
MSHM15298,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,30,PDA,Summer,1,1
MSHM15299,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,30,PDA,Summer,1,1
MSHM15308,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,30,PDA+Plant extract,Summer,1,1
MSHM15310,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,30,PDA+Plant extract,Summer,3,1
MSHM15312,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,30,PDA+Plant extract,Summer,1,1
MSHM15313,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Leaf,23,PDA,Summer,1,1
MSHM15318,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Leaf,30,PDA,Summer,1,1
MSHM15319,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Leaf,23,PDA+Plant extract,Summer,2,1
MSHM15325,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Branch,23,PDA,Summer,2,1
MSHM15329,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Branch,30,PDA,Summer,1,1
MSHM15334,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Branch,30,PDA+Plant extract,Summer,1,1
MSHM15338,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,23,PDA,Summer,3,1
MSHM15342,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,23,PDA,Summer,3,1
MSHM15346,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,30,PDA,Summer,1,1
MSHM15350,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,23,PDA+Plant extract,Summer,1,1
MSHM15352,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,23,PDA+Plant extract,Summer,3,1
MSHM15354,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,23,PDA+Plant extract,Summer,1,1
MSHM15358,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,30,PDA+Plant extract,Summer,1,1
MSHM15360,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Root,30,PDA+Plant extract,Summer,2,1
MSHM15362,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Leaf,23,PDA,Summer,1,1
MSHM15368,Maranjab Desert,Arid soil,Summer,Salsola incanescens,Leaf,23,PDA+Plant extract,Summer,1,1
